Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
HM756652,West Nile virus,USA,CT,,cell supernatant,aedes cinereus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HQ671717,West Nile virus,USA,CT,,cell supernatant,aedes cinereus,2001,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
HM488140,West Nile virus,USA,CT,,cell supernatant,aedes vexans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488145,West Nile virus,USA,CT,,cell supernatant,aedes vexans,2004,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488152,West Nile virus,USA,CT,,cell supernatant,aedes vexans,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488233,West Nile virus,USA,CT,,cell supernatant,aedes vexans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HQ671706,West Nile virus,USA,CT,,cell supernatant,aedes vexans,1999,"    Direct Submission
  ",mosquito,Aedes and Ochlerotatus
EF530047,West Nile virus,USA,,,kidney,american crow,2000,"    Characterization of a small plaque variant of West Nile virus
            isolated in New York in 2000
  ",bird,American Crow
EF657887,West Nile virus,USA,,,kidney,american crow,2000,"    Characterization of a small plaque variant of West Nile virus
            isolated in New York in 2000
  ",bird,American Crow
HQ705660,,,NY,,,american crow,2003,,bird,American Crow
JF488094,,,NY,,,american crow,2004,,bird,American Crow
JF488095,,,NY,,,american crow,2009,,bird,American Crow
JF488096,,,NY,,,american crow,2009,,bird,American Crow
JF488097,,,NY,,,american crow,2007,,bird,American Crow
JF899528,,,NY,,,american crow,2004,,bird,American Crow
JF899529,,,NY,,,american crow,2005,,bird,American Crow
KJ145827,,,,,,american crow,2010,,bird,American Crow
KJ145828,,,,,,american crow,2010,,bird,American Crow
KJ145829,,,,,,american crow,2010,,bird,American Crow
KJ501246,,,,,,american crow,2001,,bird,American Crow
KJ501247,,,,,,american crow,2001,,bird,American Crow
KJ501248,,,,,,american crow,2001,,bird,American Crow
KJ501249,,,,,,american crow,2001,,bird,American Crow
KJ501251,,,,,,american crow,2009,,bird,American Crow
KJ501257,,,,,,american crow,2002,,bird,American Crow
KJ501266,,,GA,,,american crow,2002,,bird,American Crow
KJ501288,,,,,,american crow,2001,,bird,American Crow
KJ501289,,,,,,american crow,2001,,bird,American Crow
KJ501290,,,,,,american crow,2002,,bird,American Crow
KJ501291,,,,,,american crow,2002,,bird,American Crow
KJ501292,,,,,,american crow,2001,,bird,American Crow
KJ501294,,,,,,american crow,2003,,bird,American Crow
KJ501299,,,,,,american crow,2002,,bird,American Crow
KJ501304,,,,,,american crow,2002,,bird,American Crow
KJ501305,,,,,,american crow,2003,,bird,American Crow
KJ501317,,,,,,american crow,2001,,bird,American Crow
KJ501318,,,,,,american crow,2002,,bird,American Crow
KJ501319,,,,,,american crow,2002,,bird,American Crow
KJ501320,,,,,,american crow,2003,,bird,American Crow
KJ501321,,,,,,american crow,2002,,bird,American Crow
KJ501334,,,VA,,,american crow,2003,,bird,American Crow
KJ501337,,,,,,american crow,2002,,bird,American Crow
KJ501343,,,,,,american crow,2001,,bird,American Crow
KJ501344,,,,,,american crow,2002,,bird,American Crow
KJ501345,,,,,,american crow,2002,,bird,American Crow
KJ501347,,,,,,american crow,2002,,bird,American Crow
KJ501351,,,,,,american crow,2003,,bird,American Crow
KJ501352,,,,,,american crow,2003,,bird,American Crow
KJ501353,,,,,,american crow,2003,,bird,American Crow
KJ501354,,,,,,american crow,2003,,bird,American Crow
KJ501359,,,,,,american crow,2003,,bird,American Crow
KJ501362,,,,,,american crow,2001,,bird,American Crow
KJ501363,,,,,,american crow,2001,,bird,American Crow
KJ501364,,,,,,american crow,2002,,bird,American Crow
KJ501365,,,,,,american crow,2003,,bird,American Crow
KJ501366,,,,,,american crow,2003,,bird,American Crow
KJ501367,,,RI,,,american crow,2003,,bird,American Crow
KJ501375,,,,,,american crow,2002,,bird,American Crow
KJ501378,,,,,,american crow,2001,,bird,American Crow
KJ501393,,,,,,american crow,2001,,bird,American Crow
KJ501394,,,,,,american crow,2001,,bird,American Crow
KJ501395,,,,,,american crow,2001,,bird,American Crow
KJ501396,,,,,,american crow,2003,,bird,American Crow
KJ501401,,,,,,american crow,2001,,bird,American Crow
KJ501439,,,,,,american crow,2001,,bird,American Crow
KJ501443,,,,,,american crow,2001,,bird,American Crow
KJ501447,,,,,,american crow,2003,,bird,American Crow
KJ501459,,,OK,,,american crow,2003,,bird,American Crow
KJ501480,,,,,,american crow,2001,,bird,American Crow
KJ501481,,,,,,american crow,2002,,bird,American Crow
KJ501484,,,,,,american crow,2002,,bird,American Crow
KJ501487,,,,,,american crow,2005,,bird,American Crow
KJ501489,,,,,,american crow,2002,,bird,American Crow
KJ501490,,,,,,american crow,2002,,bird,American Crow
KJ501491,,,,,,american crow,2002,,bird,American Crow
KJ501494,,,,,,american crow,2001,,bird,American Crow
KJ501514,,,,,,american crow,2002,,bird,American Crow
KJ501516,,,,,,american crow,2001,,bird,American Crow
KJ501517,,,,,,american crow,2002,,bird,American Crow
KJ501519,,,,,,american crow,2002,,bird,American Crow
KJ501527,,,,,,american crow,2003,,bird,American Crow
KJ501293,,,,,,american kestrel,2003,,bird,Falconiformes
KJ501236,,,CA,,,american white pelican,2009,,bird,Other Birds
KJ501237,,,,,,american white pelican,2008,,bird,Other Birds
KJ501241,,,,,,american white pelican,2009,,bird,Other Birds
KJ501242,,,,,,american white pelican,2010,,bird,Other Birds
KJ501250,,,,,,american white pelican,2009,,bird,Other Birds
KJ501255,,,,,,american white pelican,2008,,bird,Other Birds
KJ501256,,,,,,american white pelican,2009,,bird,Other Birds
KJ501260,,,,,,american white pelican,2008,,bird,Other Birds
KJ501297,,,,,,american white pelican,2003,,bird,Other Birds
KJ501307,,,MN,,,american white pelican,2002,,bird,Other Birds
KJ501322,,,,,,american white pelican,2002,,bird,Other Birds
KJ501323,,,,,,american white pelican,2003,,bird,Other Birds
KJ501324,,,,,,american white pelican,2003,,bird,Other Birds
KJ501335,,,,,,american white pelican,2005,,bird,Other Birds
KJ501346,,,,,,american white pelican,2003,,bird,Other Birds
KJ501348,,,,,,american white pelican,2003,,bird,Other Birds
KJ501350,,,,,,american white pelican,2003,,bird,Other Birds
KJ501381,,,,,,american white pelican,2003,,bird,Other Birds
KJ501386,,,,,,american white pelican,2007,,bird,Other Birds
KJ501389,,,,,,american white pelican,2003,,bird,Other Birds
KJ501390,,,,,,american white pelican,2003,,bird,Other Birds
KJ501391,,,,,,american white pelican,2003,,bird,Other Birds
KJ501392,,,,,,american white pelican,2003,,bird,Other Birds
KJ501402,,,,,,american white pelican,2004,,bird,Other Birds
KJ501403,,,,,,american white pelican,2005,,bird,Other Birds
KJ501404,,,,,,american white pelican,2005,,bird,Other Birds
KJ501405,,,,,,american white pelican,2006,,bird,Other Birds
KJ501406,,,,,,american white pelican,2006,,bird,Other Birds
KJ501407,,,,,,american white pelican,2006,,bird,Other Birds
KJ501408,,,,,,american white pelican,2006,,bird,Other Birds
KJ501409,,,,,,american white pelican,2006,,bird,Other Birds
KJ501419,,,,,,american white pelican,2004,,bird,Other Birds
KJ501440,,,,,,american white pelican,2008,,bird,Other Birds
KJ501485,,,,,,american white pelican,2006,,bird,Other Birds
KJ501488,,,,,,american white pelican,2003,,bird,Other Birds
KJ501492,,,,,,american white pelican,2005,,bird,Other Birds
KJ501518,,,,,,american white pelican,2007,,bird,Other Birds
KJ501520,,,,,,american white pelican,2004,,bird,Other Birds
KJ501521,,,,,,american white pelican,2006,,bird,Other Birds
KJ501522,,,,,,american white pelican,2004,,bird,Other Birds
KJ501525,,,,,,american white pelican,2004,,bird,Other Birds
KJ501262,West Nile virus,USA,,,feather,anas platyrhynchos,2010,"    Direct Submission
  ",bird,Anseriformes
DQ411034,West Nile virus,Russia,,,,anopheles messeae,,"    Direct Submission
  ",mosquito,Anopheles
DQ411035,West Nile virus,Russia,,,,anopheles messeae,,"    Direct Submission
  ",mosquito,Anopheles
OP609802,West Nile virus,Italy,,,,athene noctua,44754,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Strigiformes
KJ501442,,,,,,bald eagle,2010,,bird,Accipitriformes
W0929,,,ID,,,bald eagle,2017,,bird,Accipitriformes
JN819315,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird,Other Birds
JN819318,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird,Other Birds
JN819319,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird,Other Birds
JN819320,West Nile virus,,,,cell supernatant,bird,,"    Direct Submission
  ",bird,Other Birds
JX041629,West Nile virus,Azerbaijan,,,,bird,1967,"    Direct Submission
  ",bird,Other Birds
JX041630,West Nile virus,Azerbaijan,,,,bird,1967,"    Direct Submission
  ",bird,Other Birds
KJ501296,,,,,,black billed magpie,2002,,bird,Passeriformes
KJ501372,,,,,,black vulture,2003,,bird,Accipitriformes
AY712947,West Nile virus,USA,TX,,,blue jay,2003,"    Emergence of attenuated West Nile virus variants in Texas, 2003
  ",bird,Blue Jay
FJ527738,West Nile virus,USA,LA,,,blue jay,2001,"    Complete genome analysis and virulence characteristics of the
            Louisiana West Nile virus strain LSU-AR01
  ",bird,Blue Jay
HQ671742,,,IL,,,blue jay,2002,,bird,Blue Jay
JF415917,West Nile virus,USA,TX,,,blue jay,2007,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Blue Jay
JF415918,West Nile virus,USA,TX,,,blue jay,2007,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Blue Jay
JF415920,West Nile virus,USA,TX,,,blue jay,2007,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Blue Jay
JF415921,West Nile virus,USA,TX,,,blue jay,2008,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Blue Jay
JF415924,West Nile virus,USA,TX,,,blue jay,2009,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Blue Jay
JF415929,West Nile virus,USA,TX,,,blue jay,2005,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Blue Jay
JN183891,,,IL,,,blue jay,2002,,bird,Blue Jay
KJ501261,,,TX,,,blue jay,2002,,bird,Blue Jay
KJ501263,,,,,,blue jay,2002,,bird,Blue Jay
KJ501264,,,,,,blue jay,2001,,bird,Blue Jay
KJ501265,,,,,,blue jay,2002,,bird,Blue Jay
KJ501295,,,,,,blue jay,2002,,bird,Blue Jay
KJ501298,,,,,,blue jay,2002,,bird,Blue Jay
KJ501300,,,,,,blue jay,2002,,bird,Blue Jay
KJ501301,,,,,,blue jay,2002,,bird,Blue Jay
KJ501303,,,,,,blue jay,2002,,bird,Blue Jay
KJ501316,,,KS,,,blue jay,2003,,bird,Blue Jay
KJ501336,,,,,,blue jay,2001,,bird,Blue Jay
KJ501338,,,,,,blue jay,2002,,bird,Blue Jay
KJ501339,,,,,,blue jay,2002,,bird,Blue Jay
KJ501355,,,,,,blue jay,2002,,bird,Blue Jay
KJ501356,,,,,,blue jay,2003,,bird,Blue Jay
KJ501360,,,,,,blue jay,2003,,bird,Blue Jay
KJ501361,,,,,,blue jay,2001,,bird,Blue Jay
KJ501370,,,,,,blue jay,2002,,bird,Blue Jay
KJ501371,,,,,,blue jay,2002,,bird,Blue Jay
KJ501373,,,,,,blue jay,2002,,bird,Blue Jay
KJ501379,,,,,,blue jay,2001,,bird,Blue Jay
KJ501383,,,,,,blue jay,2002,,bird,Blue Jay
KJ501384,,,,,,blue jay,2002,,bird,Blue Jay
KJ501387,,,,,,blue jay,2002,,bird,Blue Jay
KJ501388,,,,,,blue jay,2002,,bird,Blue Jay
KJ501397,,,,,,blue jay,2002,,bird,Blue Jay
KJ501444,,,GA,,,blue jay,2002,,bird,Blue Jay
KJ501478,,,,,,blue jay,2003,,bird,Blue Jay
KJ501482,,,,,,blue jay,2002,,bird,Blue Jay
KJ501483,,,,,,blue jay,2002,,bird,Blue Jay
KJ501495,,,,,,blue jay,2002,,bird,Blue Jay
KJ501496,,,,,,blue jay,2001,,bird,Blue Jay
KJ501513,,,GA,,,blue jay,2002,,bird,Blue Jay
KJ501528,,,TX,,,blue jay,2002,,bird,Blue Jay
AY712946,West Nile virus,USA,TX,,,bluejay,2003,"    Emergence of attenuated West Nile virus variants in Texas, 2003
  ",bird,Blue Jay
GU827999,,,TX,,,bluejay,2003,,bird,Blue Jay
KJ501340,,,,,,boat tailed grackle,2003,,bird,Passeriformes
KJ501329,West Nile virus,USA,ND,,"kidney, spleen, and heart",branta canadensis,2003,"    Direct Submission
  ",bird,Anseriformes
KJ501504,West Nile virus,USA,ND,,feather,branta canadensis,2003,"    Direct Submission
  ",bird,Anseriformes
KJ501530,West Nile virus,USA,PA,,feather,branta canadensis,2012,"    Direct Submission
  ",bird,Anseriformes
KJ501398,,,,,,brown pelican,2004,,bird,Other Birds
KJ501271,West Nile virus,USA,NJ,,kidney and spleen,bubo virginianus,2003,"    Direct Submission
  ",bird,Strigiformes
KJ501276,West Nile virus,USA,OH,,kidney and spleen,bubo virginianus,2002,"    Direct Submission
  ",bird,Strigiformes
KJ501282,West Nile virus,USA,WI,,kidney and spleen,bubo virginianus,2001,"    Direct Submission
  ",bird,Strigiformes
KJ501466,West Nile virus,USA,MI,,eyelid,bubo virginianus,2002,"    Direct Submission
  ",bird,Strigiformes
KJ501467,West Nile virus,USA,MI,,blood,bubo virginianus,2002,"    Direct Submission
  ",bird,Strigiformes
KJ501474,West Nile virus,USA,IA,,brain,bubo virginianus,2002,"    Direct Submission
  ",bird,Strigiformes
KJ501328,West Nile virus,USA,ND,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird,Accipitriformes
KJ501331,West Nile virus,USA,OH,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird,Accipitriformes
KJ501462,West Nile virus,USA,IA,,kidney and spleen,buteo jamaicensis,2002,"    Direct Submission
  ",bird,Accipitriformes
KJ501342,,,,,,ca condor,2005,,bird,Accipitriformes
KJ501461,West Nile virus,USA,FL,,kidney and spleen,calidris alba,2005,"    Direct Submission
  ",bird,Charadriiformes
KU588135,West Nile virus,United Arab Emirates,,,,camelus dromedarius,2015,"    First isolation of West Nile virus from a dromedary camel
  ",other_species,
KJ501254,,,,,,canada goose,2008,,bird,Anseriformes
KJ501469,West Nile virus,USA,NE,,feather,charadrius melodus,2003,"    Direct Submission
  ",bird,Charadriiformes
OP009520,West Nile virus,Italy,,,,collared dove,2021,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",bird,Columbiformes
DQ411032,West Nile virus,Russia,,,,columba livia,,"    Direct Submission
  ",bird,Columbiformes
OP609805,West Nile virus,Italy,,,,columba palumbus,44762,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Columbiformes
JF415915,West Nile virus,USA,TX,,,common grackle,2006,"    Evolution of new genotype of West Nile virus in North America
  ",bird,Passeriformes
KJ501302,,,,,,common grackle,2002,,bird,Passeriformes
HM488125,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird,American Crow
HM488126,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird,American Crow
HM488127,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird,American Crow
HM488128,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,1999,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",bird,American Crow
HM488177,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488178,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488179,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488180,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488181,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488182,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488186,West Nile virus,USA,IL,,,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488187,West Nile virus,USA,IL,,,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488188,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM488190,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM488191,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM488192,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488193,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488194,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488196,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488197,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488199,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
HM488200,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
HM488201,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
HM488203,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488204,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488205,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488206,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488237,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488238,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488239,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488241,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488243,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488245,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488246,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488247,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488248,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488249,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488250,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488251,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488252,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM756661,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM756662,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM756663,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM756664,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM756665,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM756666,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM756667,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM756668,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM756669,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM756670,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM756671,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM756672,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM756673,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM756675,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM756678,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
HQ671713,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HQ671720,West Nile virus,USA,CT,,cell supernatant,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HQ671721,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HQ671722,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HQ671723,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HQ671724,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HQ671725,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HQ671726,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HQ671727,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2006,"    Direct Submission
  ",bird,American Crow
HQ671728,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2006,"    Direct Submission
  ",bird,American Crow
HQ671729,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2006,"    Direct Submission
  ",bird,American Crow
HQ671730,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
JF730042,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
JN183887,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
JN183888,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2006,"    Direct Submission
  ",bird,American Crow
JN367277,West Nile virus,USA,NY,,brain,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
KJ501243,West Nile virus,USA,,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501244,West Nile virus,USA,MO,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501245,West Nile virus,USA,,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501274,West Nile virus,USA,OH,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501275,West Nile virus,USA,OH,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501277,West Nile virus,USA,PA,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501278,West Nile virus,USA,PA,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501280,West Nile virus,USA,PA,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501283,West Nile virus,USA,WI,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501312,West Nile virus,USA,VA,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501315,West Nile virus,USA,KS,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501332,West Nile virus,USA,VA,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501368,West Nile virus,USA,TN,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501413,West Nile virus,USA,NC,,kidney and spleen,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
KJ501426,West Nile virus,USA,TX,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501432,West Nile virus,USA,MA,,feather,corvus brachyrhynchos,2012,"    Direct Submission
  ",bird,American Crow
KJ501437,West Nile virus,USA,WI,,oral swab,corvus brachyrhynchos,2012,"    Direct Submission
  ",bird,American Crow
KJ501445,West Nile virus,USA,,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501448,West Nile virus,USA,,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501450,West Nile virus,USA,PA,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501451,West Nile virus,USA,PA,,kidney and spleen,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501452,West Nile virus,USA,WI,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501453,West Nile virus,USA,WI,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501454,West Nile virus,USA,WI,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501456,West Nile virus,USA,MD,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501457,West Nile virus,USA,MA,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501463,West Nile virus,USA,KS,,kidney and spleen,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
KJ501465,West Nile virus,USA,MI,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
KJ501472,West Nile virus,USA,GA,,feather pulp,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
KJ501473,West Nile virus,USA,IL,,kidney and spleen,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
