Name,organism,country,city/state,county,isolation_source,host,collection_date, 
KX547291,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,41135,"    Direct Submission
  "
KX547292,West Nile virus,USA,NY, Sufolk county,,Culex sp.,40072,"    Direct Submission
  "
KX547293,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,40779,"    Direct Submission
  "
KX547294,West Nile virus,USA,NY, Rockland county,,Culex sp.,40451,"    Direct Submission
  "
KX547295,West Nile virus,USA, NY, Nassau county,,Culex sp.,40779,"    Direct Submission
  "
KX547296,West Nile virus,USA,NY,Columbia county,,Corvus brachyrhynchos,38118,"    Direct Submission
  "
KX547297,West Nile virus,USA,NY, Orleans county,,Corvus brachyrhynchos,39300,"    Direct Submission
  "
KX547298,West Nile virus,USA,NY, Erie county,,Culex sp.,38202,"    Direct Submission
  "
KX547299,West Nile virus,USA,NY, Otsego county,,Corvus brachyrhynchos,37493,"    Direct Submission
  "
KX547300,West Nile virus,USA,NY, Ulster county,,Corvus brachyrhynchos,40042,"    Direct Submission
  "
KX547301,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,37509,"    Direct Submission
  "
KX547302,West Nile virus,USA,NY, Bronx county,,Corvus brachyrhynchos,38203,"    Direct Submission
  "
KX547303,West Nile virus,USA,NY, Weschester county,,Culex sp.,38560,"    Direct Submission
  "
KX547304,West Nile virus,USA,NY, Ulster county,,Corvus brachyrhynchos,38232,"    Direct Submission
  "
KX547305,West Nile virus,USA,NY,Albany county,,Corvus brachyrhynchos,37493,"    Direct Submission
  "
KX547306,West Nile virus,USA,NY, Weschester county,,Culex sp.,40058,"    Direct Submission
  "
KX547307,West Nile virus,USA,NY, Bronx county,,Cyanocitta cristata,38579,"    Direct Submission
  "
KX547308,West Nile virus,USA,NY, Bronx county,,Cyanocitta cristata,38260,"    Direct Submission
  "
KX547309,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,39674,"    Direct Submission
  "
KX547310,West Nile virus,USA,NY, Weschester county,,Culex sp.,37859,"    Direct Submission
  "
KX547311,West Nile virus,USA,NY,Albany county,,Sciurus carolinensis,37889,"    Direct Submission
  "
KX547312,West Nile virus,USA,NY, Niagara county,,Corvus brachyrhynchos,38127,"    Direct Submission
  "
KX547313,West Nile virus,USA,NY, Oswego county,,Corvus brachyrhynchos,38202,"    Direct Submission
  "
KX547314,West Nile virus,USA,NY, Bronx county,,Culex sp.,37526,"    Direct Submission
  "
KX547315,West Nile virus,USA, NY, Nassau county,,Culex sp.,41145,"    Direct Submission
  "
KX547316,West Nile virus,USA,NY, Weschester county,,Culex sp.,37147,"    Direct Submission
  "
KX547317,West Nile virus,USA, NY, Nassau county,,Corvus brachyrhynchos,38195,"    Direct Submission
  "
KX547318,West Nile virus,USA,NY, Niagara county,,Cyanocitta cristata,38948,"    Direct Submission
  "
KX547319,West Nile virus,USA,NY, Rensselaer county,,Corvus brachyrhynchos,40063,"    Direct Submission
  "
KX547320,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,37516,"    Direct Submission
  "
KX547321,West Nile virus,USA,NY, Rockland county,,Baeolophus bicolor,38602,"    Direct Submission
  "
KX547322,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,37852,"    Direct Submission
  "
KX547323,West Nile virus,USA,NY, Weschester county,,Culex sp.,41486,"    Direct Submission
  "
KX547324,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41500,"    Direct Submission
  "
KX547325,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,40806,"    Direct Submission
  "
KX547326,West Nile virus,USA, NY, Nassau county,,Culex sp.,39295,"    Direct Submission
  "
KX547327,West Nile virus,USA,NY, Niagara county,,Corvus brachyrhynchos,38953,"    Direct Submission
  "
KX547328,West Nile virus,USA,NY, Rockland county,,Culex sp.,41458,"    Direct Submission
  "
KX547329,West Nile virus,USA,NY, Richmond county,,Cyanocitta cristata,39318,"    Direct Submission
  "
KX547330,West Nile virus,USA,NY, Erie county,,Culex sp.,41535,"    Direct Submission
  "
KX547331,West Nile virus,USA,NY, Oswego county,,Cyanocitta cristata,37525,"    Direct Submission
  "
KX547332,West Nile virus,USA,NY, Bronx county,,Corvus brachyrhynchos,38572,"    Direct Submission
  "
KX547333,West Nile virus,USA,NY, Suffolk county,,Culex sp.,41556,"    Direct Submission
  "
KX547334,West Nile virus,USA,NY, Erie county,,Culex sp.,41078,"    Direct Submission
  "
KX547335,West Nile virus,USA,NY, Erie county,,Culex sp.,39665,"    Direct Submission
  "
KX547336,West Nile virus,USA,NY, Essex county,,Corvus brachyrhynchos,37508,"    Direct Submission
  "
KX547337,West Nile virus,USA,NY, Rockland county,,Culex sp.,41180,"    Direct Submission
  "
KX547338,West Nile virus,USA,NY, Richmond county,,Corvus brachyrhynchos,38604,"    Direct Submission
  "
KX547339,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,39336,"    Direct Submission
  "
KX547340,West Nile virus,USA,NY, Orange county,,Culex sp.,41137,"    Direct Submission
  "
KX547341,West Nile virus,USA,NY, Dutchess county,,Corvus brachyrhynchos,38383,"    Direct Submission
  "
KX547342,West Nile virus,USA,NY, Orange county,,Culex sp.,38939,"    Direct Submission
  "
KX547343,West Nile virus,USA,NY, Erie county,,Aedes sp.,41129,"    Direct Submission
  "
KX547344,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41479,"    Direct Submission
  "
KX547345,West Nile virus,USA,NY, Rockland county,,Corvus brachyrhynchos,38210,"    Direct Submission
  "
KX547346,West Nile virus,USA,NY,Albany county,,Corvus brachyrhynchos,38156,"    Direct Submission
  "
KX547347,West Nile virus,USA, NY, Monroe county,,Corvus brachyrhynchos,38497,"    Direct Submission
  "
KX547348,West Nile virus,USA,NY, Rockland county,,Culex sp.,40039,"    Direct Submission
  "
KX547349,West Nile virus,USA,NY, Weschester county,,Culex sp.,38960,"    Direct Submission
  "
KX547350,West Nile virus,USA,NY, Rockland county,,Culex sp.,38926,"    Direct Submission
  "
KX547351,West Nile virus,USA, NY, Nassau county,,Culex sp.,38203,"    Direct Submission
  "
KX547352,West Nile virus,USA,NY, Orange county,,Culex sp.,39674,"    Direct Submission
  "
KX547353,West Nile virus,USA,NY, Suffolk county,,Culex sp.,36718,"    Direct Submission
  "
KX547354,West Nile virus,USA,NY, Schoharie county,,Corvus brachyrhynchos,37897,"    Direct Submission
  "
KX547355,West Nile virus,USA,NY,Albany county,,Cyanocitta cristata,38608,"    Direct Submission
  "
KX547356,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41128,"    Direct Submission
  "
KX547357,West Nile virus,USA,NY, Suffolk county,,Culex sp.,39301,"    Direct Submission
  "
KX547358,West Nile virus,USA,NY, Rockland county,,Culex sp.,41537,"    Direct Submission
  "
KX547359,West Nile virus,USA, NY, Nassau county,,Corvus brachyrhynchos,38943,"    Direct Submission
  "
KX547360,West Nile virus,USA,NY, Putnam county,,Corvus brachyrhynchos,38606,"    Direct Submission
  "
KX547361,West Nile virus,USA,NY, Suffolk county,,Culex sp.,40402,"    Direct Submission
  "
KX547362,West Nile virus,USA,NY, Dutchess county,,Culex sp.,38595,"    Direct Submission
  "
KX547363,West Nile virus,USA,NY, Onondaga county,,Culex sp.,37846,"    Direct Submission
  "
KX547364,West Nile virus,USA,NY, Rockland county,,Aedes sp.,37512,"    Direct Submission
  "
KX547365,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,39659,"    Direct Submission
  "
KX547366,West Nile virus,USA,NY, Bronx county,,Carpodacus mexicanus,38574,"    Direct Submission
  "
KX547367,West Nile virus,USA,NY, Richmond county,,Passer domesticus,38919,"    Direct Submission
  "
KX547368,West Nile virus,USA,NY, Rockland county,,Culex sp.,40053,"    Direct Submission
  "
KX547369,West Nile virus,USA,NY, Weschester county,,Culex sp.,40780,"    Direct Submission
  "
KX547370,West Nile virus,USA,NY, Dutchess county,,Culex sp.,38594,"    Direct Submission
  "
KX547371,West Nile virus,USA, NY, Jefferson county,,Corvus brachyrhynchos,39345,"    Direct Submission
  "
KX547372,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,40038,"    Direct Submission
  "
KX547373,West Nile virus,USA,NY, Niagara county,,Corvus brachyrhynchos,40086,"    Direct Submission
  "
KX547374,West Nile virus,USA,NY, Orange county,,Culex sp.,37491,"    Direct Submission
  "
KX547375,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,40794,"    Direct Submission
  "
KX547376,West Nile virus,USA,NY, Erie county,,Culex sp.,40437,"    Direct Submission
  "
KX547377,West Nile virus,USA, NY, Nassau county,,Culex sp.,38554,"    Direct Submission
  "
KX547378,West Nile virus,USA,NY, Suffolk county,,Culex sp.,37510,"    Direct Submission
  "
KX547379,West Nile virus,USA,NY, Suffolk county,,Culex sp.,38258,"    Direct Submission
  "
KX547380,West Nile virus,USA,NY, Erie county,,Culex sp.,41101,"    Direct Submission
  "
KX547381,West Nile virus,USA,NY, Putnam county,,Cyanocitta cristata,37897,"    Direct Submission
  "
KX547382,West Nile virus,USA,NY, Richmond county,,Cyanocitta cristata,39318,"    Direct Submission
  "
KX547383,West Nile virus,USA,NY, Rockland county,,Culex sp.,37533,"    Direct Submission
  "
KX547384,West Nile virus,USA,NY, Richmond county,,Carpodacus mexicanus,38936,"    Direct Submission
  "
KX547385,West Nile virus,USA,NY, Richmond county,,Cyanocitta cristata,38925,"    Direct Submission
  "
KX547386,West Nile virus,USA,NY, Rockland county,,Culex sp.,36728,"    Direct Submission
  "
KX547387,West Nile virus,USA,NY, Chautauqua county,,Aedes sp.,38951,"    Direct Submission
  "
KX547388,West Nile virus,USA,NY, Suffolk county,,Culex sp.,40416,"    Direct Submission
  "
KX547389,West Nile virus,USA,NY, Suffolk county,,Culiseta sp.,41159,"    Direct Submission
  "
KX547390,West Nile virus,USA,NY, Genesee county,,Cyanocitta cristata,38228,"    Direct Submission
  "
KX547391,West Nile virus,USA,NY, Erie county,,Culex sp.,40415,"    Direct Submission
  "
KX547392,West Nile virus,USA,NY, Erie county,,Culex sp.,39302,"    Direct Submission
  "
KX547393,West Nile virus,USA,NY, Suffolk county,,Culex sp.,37474,"    Direct Submission
  "
KX547394,West Nile virus,USA,NY, Suffolk county,,Coquillettidia sp.,38930,"    Direct Submission
  "
KX547395,West Nile virus,USA,NY, Suffolk county,,Culex sp.,36769,"    Direct Submission
  "
KX547396,West Nile virus,USA,NY, Rockland county,,Culex sp.,38611,"    Direct Submission
  "
KX547397,West Nile virus,USA,NY, Rensselaer county,,Corvus brachyrhynchos,38594,"    Direct Submission
  "
KX547398,West Nile virus,USA, NY, Madison county,,Corvus brachyrhynchos,37491,"    Direct Submission
  "
KX547399,West Nile virus,USA,NY, Suffolk county,,Culex sp.,39331,"    Direct Submission
  "
KX547400,West Nile virus,USA,NY, Queens county,,Passer domesticus,38959,"    Direct Submission
  "
KX547401,West Nile virus,USA,NY, Suffolk county,,Culex sp.,39707,"    Direct Submission
  "
KX547402,West Nile virus,USA,NY, Onondaga county,,Culex sp.,37517,"    Direct Submission
  "
KX547403,West Nile virus,USA,NY, Onondaga county,,Corvus brachyrhynchos,38127,"    Direct Submission
  "
KX547404,West Nile virus,USA,NY,Albany county,,Corvus brachyrhynchos,39678,"    Direct Submission
  "
KX547405,West Nile virus,USA,NY, Tompkins county,,Corvus brachyrhynchos,37842,"    Direct Submission
  "
KX547406,West Nile virus,USA, NY, Nassau county,,Culex sp.,40081,"    Direct Submission
  "
KX547407,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,40052,"    Direct Submission
  "
KX547408,West Nile virus,USA,NY, Erie county,,Culex sp.,38243,"    Direct Submission
  "
KX547409,West Nile virus,USA,NY, Putnam county,,Corvus brachyrhynchos,37874,"    Direct Submission
  "
KX547410,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41120,"    Direct Submission
  "
KX547411,West Nile virus,USA,NY, Rockland county,,Culex sp.,37812,"    Direct Submission
  "
KX547412,West Nile virus,USA, NY, Madison county,,Aedes sp.,40785,"    Direct Submission
  "
KX547413,West Nile virus,USA,NY, Otsego county,,Corvus brachyrhynchos,38566,"    Direct Submission
  "
KX547414,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,37509,"    Direct Submission
  "
KX547415,West Nile virus,USA, NY, Monroe county,,Corvus brachyrhynchos,38196,"    Direct Submission
  "
KX547416,West Nile virus,USA,NY, Onondaga county,,Coquillettidia sp.,40759,"    Direct Submission
  "
KX547417,West Nile virus,USA,NY, Rockland county,,Culex sp.,40746,"    Direct Submission
  "
KX547418,West Nile virus,USA,NY, St. Lawrence county,,Aedes sp.,41137,"    Direct Submission
  "
KX547419,West Nile virus,USA,NY, Dutchess county,,Corvus brachyrhynchos,39317,"    Direct Submission
  "
KX547420,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,38926,"    Direct Submission
  "
KX547421,West Nile virus,USA,NY, Steuben county,,Corvus brachyrhynchos,37483,"    Direct Submission
  "
KX547422,West Nile virus,USA,NY, Queens county,,Cyanocitta cristata,37897,"    Direct Submission
  "
KX547423,West Nile virus,USA,NY, Richmond county,,Quiscalus quiscula,38184,"    Direct Submission
  "
KX547424,West Nile virus,USA,NY, Onondaga county,,Corvus brachyrhynchos,39273,"    Direct Submission
  "
KX547425,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,40065,"    Direct Submission
  "
KX547426,West Nile virus,USA,NY, Onondaga county,,Culex sp.,39302,"    Direct Submission
  "
KX547427,West Nile virus,USA,NY, Chautauqua county,,Cyanocitta cristata,38160,"    Direct Submission
  "
KX547428,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,37525,"    Direct Submission
  "
KX547429,West Nile virus,USA,NY, Weschester county,,Anopheles sp.,37483,"    Direct Submission
  "
KX547430,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,40043,"    Direct Submission
  "
KX547431,West Nile virus,USA,NY, Niagara county,,Culex sp.,38946,"    Direct Submission
  "
KX547432,West Nile virus,USA,NY, Suffolk county,,Coquillettidia sp.,38939,"    Direct Submission
  "
KX547433,West Nile virus,USA,NY, Richmond county,,Zenaida macroura,38960,"    Direct Submission
  "
KX547434,West Nile virus,USA,NY, Rockland county,,Culex sp.,40067,"    Direct Submission
  "
KX547435,West Nile virus,USA, NY, Kings county,,Corvus brachyrhynchos,38947,"    Direct Submission
  "
KX547436,West Nile virus,USA,NY, Erie county,,Culex sp.,39699,"    Direct Submission
  "
KX547437,West Nile virus,USA,NY, Suffolk county,,Culex sp.,37831,"    Direct Submission
  "
KX547438,West Nile virus,USA,NY, Onondaga county,,Culex sp.,40765,"    Direct Submission
  "
KX547439,West Nile virus,USA,NY, Niagara county,,Corvus brachyrhynchos,37847,"    Direct Submission
  "
KX547440,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,39679,"    Direct Submission
  "
KX547441,West Nile virus,USA,NY, Suffolk county,,Passer domesticus,38580,"    Direct Submission
  "
KX547442,West Nile virus,USA,NY, Weschester county,,Culex sp.,40421,"    Direct Submission
  "
KX547443,West Nile virus,USA, NY, Nassau county,,Aedes sp.,41138,"    Direct Submission
  "
KX547444,West Nile virus,USA,NY, Niagara county,,Culex sp.,37474,"    Direct Submission
  "
KX547445,West Nile virus,USA,NY, Suffolk county,,Culex sp.,41899,"    Direct Submission
  "
KX547446,West Nile virus,USA,NY, Wyoming county,,Corvus brachyrhynchos,38145,"    Direct Submission
  "
KX547447,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,39302,"    Direct Submission
  "
KX547448,West Nile virus,USA,NY, Cayuga county,,Corvus brachyrhynchos,37497,"    Direct Submission
  "
KX547449,West Nile virus,USA,NY, Suffolk county,,Culex sp.,40730,"    Direct Submission
  "
KX547450,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,42221,"    Direct Submission
  "
KX547451,West Nile virus,USA, NY, Monroe county,,Corvus brachyrhynchos,38951,"    Direct Submission
  "
KX547452,West Nile virus,USA, NY, Nassau county,,Corvus brachyrhynchos,39308,"    Direct Submission
  "
KX547453,West Nile virus,USA,NY, Suffolk county,,Turdus migratorius,39658,"    Direct Submission
  "
KX547454,West Nile virus,USA,NY, Suffolk county,,Culex sp.,38202,"    Direct Submission
  "
KX547455,West Nile virus,USA, NY, Nassau county,,Culex sp.,37846,"    Direct Submission
  "
KX547456,West Nile virus,USA,NY, Chautauqua county,,Culex sp.,41121,"    Direct Submission
  "
KX547458,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,37886,"    Direct Submission
  "
KX547459,West Nile virus,USA,NY, Wyoming county,,Corvus brachyrhynchos,37525,"    Direct Submission
  "
KX547460,West Nile virus,USA, NY, Madison county,,Aedes sp.,41492,"    Direct Submission
  "
KX547461,West Nile virus,USA,NY, Suffolk county,,Cardinalis cardinalis,38572,"    Direct Submission
  "
KX547462,West Nile virus,USA, NY, Jefferson county,,Corvus brachyrhynchos,38167,"    Direct Submission
  "
KX547463,West Nile virus,USA,NY, Suffolk county,,Culex sp.,40050,"    Direct Submission
  "
KX547464,West Nile virus,USA,NY, Weschester county,,Culex sp.,40072,"    Direct Submission
  "
KX547465,West Nile virus,USA,NY, Weschester county,,Culex sp.,41486,"    Direct Submission
  "
KX547467,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,41529,"    Direct Submission
  "
KX547468,West Nile virus,USA,NY,Columbia county,,Culex sp.,37844,"    Direct Submission
  "
KX547469,West Nile virus,USA,NY, Schenectady county,,Sciurus carolinensis,37518,"    Direct Submission
  "
KX547470,West Nile virus,USA,NY, Erie county,,Corvus brachyrhynchos,39303,"    Direct Submission
  "
KX547471,West Nile virus,USA,NY, Erie county,,Aedes sp.,38616,"    Direct Submission
  "
KX547472,West Nile virus,USA, NY, Livingston county,,Cyanocitta cristata,38960,"    Direct Submission
  "
KX547473,West Nile virus,USA,NY, Erie county,,Culex sp.,41472,"    Direct Submission
  "
KX547474,West Nile virus,USA,NY,Albany county,,Sciurus carolinensis,37540,"    Direct Submission
  "
KX547475,West Nile virus,USA,NY, Orleans county,,Corvus brachyrhynchos,38935,"    Direct Submission
  "
KX547476,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,39667,"    Direct Submission
  "
KX547477,West Nile virus,USA, NY, Monroe county,,Culex sp.,38209,"    Direct Submission
  "
KX547478,West Nile virus,USA,NY, Rockland county,,Culex sp.,37142,"    Direct Submission
  "
KX547479,West Nile virus,USA,NY, Suffolk county,,Aedes sp.,38602,"    Direct Submission
  "
KX547480,West Nile virus,USA,NY,Columbia county,,Culex sp.,37886,"    Direct Submission
  "
KX547481,West Nile virus,USA, NY, Nassau county,,Cyanocitta cristata,38596,"    Direct Submission
  "
KX547482,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41493,"    Direct Submission
  "
KX547483,West Nile virus,USA, NY, Nassau county,,Culex sp.,41823,"    Direct Submission
  "
KX547484,West Nile virus,USA,NY, Genesee county,,Corvus ossifragus,37530,"    Direct Submission
  "
KX547485,West Nile virus,USA,NY, Rockland county,,Culex sp.,41803,"    Direct Submission
  "
KX547486,West Nile virus,USA,NY, Erie county,,Culex sp.,38608,"    Direct Submission
  "
KX547487,West Nile virus,USA,NY, New York county,,Corvus brachyrhynchos,38264,"    Direct Submission
  "
KX547488,West Nile virus,USA,NY, Suffolk county,,Culex sp.,40801,"    Direct Submission
  "
KX547489,West Nile virus,USA,NY, Richmond county,,Corvus brachyrhynchos,38197,"    Direct Submission
  "
KX547490,West Nile virus,USA,NY, Chemung county,,Corvus brachyrhynchos,37505,"    Direct Submission
  "
KX547491,West Nile virus,USA,NY, Queens county,,Corvus brachyrhynchos,39329,"    Direct Submission
  "
KX547492,West Nile virus,USA,NY, Weschester county,,Culex sp.,37525,"    Direct Submission
  "
KX547493,West Nile virus,USA,NY, Orange county,,Corvus brachyrhynchos,38249,"    Direct Submission
  "
KX547494,West Nile virus,USA,NY, Schenectady county,,Corvus brachyrhynchos,40433,"    Direct Submission
  "
KX547495,West Nile virus,USA,NY, Weschester county,,Culex sp.,40745,"    Direct Submission
  "
KX547496,West Nile virus,USA,NY, Niagara county,,Corvus brachyrhynchos,39288,"    Direct Submission
  "
KX547497,West Nile virus,USA,NY, Onondaga county,,Culex sp.,41122,"    Direct Submission
  "
KX547498,West Nile virus,USA,NY, Erie county,,Corvus brachyrhynchos,40065,"    Direct Submission
  "
KX547499,West Nile virus,USA,NY, Herkimer county,,Corvus brachyrhynchos,38182,"    Direct Submission
  "
KX547500,West Nile virus,USA,NY, Dutchess county,,Corvus brachyrhynchos,39317,"    Direct Submission
  "
KX547501,West Nile virus,USA,NY, Queens county,,Corvus brachyrhynchos,38240,"    Direct Submission
  "
KX547502,West Nile virus,USA,NY, Suffolk county,,Culex sp.,38973,"    Direct Submission
  "
KX547503,West Nile virus,USA,NY, Erie county,,Culex sp.,37482,"    Direct Submission
  "
KX547504,West Nile virus,USA,NY, Rockland county,,Culex sp.,39710,"    Direct Submission
  "
KX547505,West Nile virus,USA,NY,Warren county,,Culex sp.,37525,"    Direct Submission
  "
KX547506,West Nile virus,USA, NY, Lewis county,,Corvus brachyrhynchos,37489,"    Direct Submission
  "
KX547507,West Nile virus,USA,NY, Onondaga county,,Coquillettidia sp.,40766,"    Direct Submission
  "
KX547508,West Nile virus,USA, NY, Lewis county,,Corvus brachyrhynchos,38600,"    Direct Submission
  "
KX547509,West Nile virus,USA,NY, Weschester county,,Culex sp.,37481,"    Direct Submission
  "
KX547510,West Nile virus,USA, NY, Nassau county,,Culex sp.,39339,"    Direct Submission
  "
KX547511,West Nile virus,USA,NY, Erie county,,Accipiter gentilis,38950,"    Direct Submission
  "
KX547512,West Nile virus,USA,NY, Chautauqua county,,Corvus brachyrhynchos,38586,"    Direct Submission
  "
KX547513,West Nile virus,USA,NY, Suffolk county,,Culex sp.,38609,"    Direct Submission
  "
KX547514,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41529,"    Direct Submission
  "
KX547515,West Nile virus,USA,NY, Schenectady county,,Corvus brachyrhynchos,40058,"    Direct Submission
  "
KX547516,West Nile virus,USA,NY, Tompkins county,,Corvus brachyrhynchos,39316,"    Direct Submission
  "
KX547517,West Nile virus,USA,NY, Ulster county,,Corvus brachyrhynchos,40060,"    Direct Submission
  "
KX547518,West Nile virus,USA,NY,Columbia county,,Corvus brachyrhynchos,40056,"    Direct Submission
  "
KX547519,West Nile virus,USA,NY, Weschester county,,Culex sp.,36770,"    Direct Submission
  "
KX547520,West Nile virus,USA,NY, Weschester county,,Culex sp.,41163,"    Direct Submission
  "
KX547521,West Nile virus,USA,NY, Schuyler county,,Corvus brachyrhynchos,38582,"    Direct Submission
  "
KX547522,West Nile virus,USA, NY, Nassau county,,Corvus ossifragus,40035,"    Direct Submission
  "
KX547523,West Nile virus,USA,NY,Albany county,,Corvus brachyrhynchos,38549,"    Direct Submission
  "
KX547524,West Nile virus,USA,NY, Weschester county,,Culex sp.,41507,"    Direct Submission
  "
KX547525,West Nile virus,USA, NY, Montgomery county,,Corvus brachyrhynchos,37501,"    Direct Submission
  "
KX547526,West Nile virus,USA, NY, Nassau county,,Culex sp.,37869,"    Direct Submission
  "
KX547527,West Nile virus,USA,NY, Schenectady county,,Equus caballus,37532,"    Direct Submission
  "
KX547528,West Nile virus,USA,NY, Queens county,,Cyanocitta cristata,39318,"    Direct Submission
  "
KX547529,West Nile virus,USA,NY, Onondaga county,,Culex sp.,40779,"    Direct Submission
  "
KX547530,West Nile virus,USA,NY, Dutchess county,,Passer domesticus,38625,"    Direct Submission
  "
KX547531,West Nile virus,USA,NY, Erie county,,Culex sp.,37846,"    Direct Submission
  "
KX547532,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,38565,"    Direct Submission
  "
KX547533,West Nile virus,USA,NY,Cattaraugus county,,Corvus brachyrhynchos,38127,"    Direct Submission
  "
KX547535,West Nile virus,USA,NY, Schenectady county,,Cyanocitta cristata,39331,"    Direct Submission
  "
KX547536,West Nile virus,USA,NY, Chautauqua county,,Corvus brachyrhynchos,38139,"    Direct Submission
  "
KX547537,West Nile virus,USA,NY, Suffolk county,,Culex sp.,40813,"    Direct Submission
  "
KX547538,West Nile virus,USA, NY, Nassau county,,Culex sp.,37118,"    Direct Submission
  "
KX547539,West Nile virus,USA,NY, Tompkins county,,Corvus brachyrhynchos,39316,"    Direct Submission
  "
KX547540,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,41179,"    Direct Submission
  "
KX547541,West Nile virus,USA, NY, Nassau county,,Culex sp.,40053,"    Direct Submission
  "
KX547542,West Nile virus,USA,NY, Erie county,,Corvus brachyrhynchos,38145,"    Direct Submission
  "
KX547543,West Nile virus,USA,NY, Weschester county,,Culex sp.,39330,"    Direct Submission
  "
KX547544,West Nile virus,USA,NY, Onondaga county,,Accipiter striatus,40051,"    Direct Submission
  "
KX547545,West Nile virus,USA, NY, Monroe county,,Corvus brachyrhynchos,39353,"    Direct Submission
  "
KX547546,West Nile virus,USA,NY, Otsego county,,Corvus brachyrhynchos,38979,"    Direct Submission
  "
KX547547,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41144,"    Direct Submission
  "
KX547548,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41884,"    Direct Submission
  "
KX547549,West Nile virus,USA,NY, Cortland county,,Corvus brachyrhynchos,37896,"    Direct Submission
  "
KX547550,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,37868,"    Direct Submission
  "
KX547551,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,41550,"    Direct Submission
  "
KX547552,West Nile virus,USA, NY, Kings county,,Cyanocitta cristata,40437,"    Direct Submission
  "
KX547553,West Nile virus,USA, NY, Jefferson county,,Cyanocitta cristata,38976,"    Direct Submission
  "
KX547554,West Nile virus,USA,NY, Bronx county,,Turdus migratorius,37511,"    Direct Submission
  "
KX547555,West Nile virus,USA,NY, Orange county,,Culex sp.,41107,"    Direct Submission
  "
KX547556,West Nile virus,USA,NY, Oswego county,,Culiseta sp.,41158,"    Direct Submission
  "
KX547557,West Nile virus,USA,NY, Suffolk county,,Cyanocitta cristata,40078,"    Direct Submission
  "
KX547558,West Nile virus,USA, NY, Nassau county,,Culex sp.,39695,"    Direct Submission
  "
KX547559,West Nile virus,USA, NY, Nassau county,,Culex sp.,41163,"    Direct Submission
  "
KX547560,West Nile virus,USA,NY, Suffolk county,,Carduelis tristis,38612,"    Direct Submission
  "
KX547561,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,40057,"    Direct Submission
  "
KX547562,West Nile virus,USA,NY, Erie county,,Culex sp.,40386,"    Direct Submission
  "
KX547563,West Nile virus,USA,NY, Weschester county,,Culex sp.,38938,"    Direct Submission
  "
KX547564,West Nile virus,USA,NY, Suffolk county,,Corvus brachyrhynchos,37487,"    Direct Submission
  "
KX547565,West Nile virus,USA,NY, Onondaga county,,Culiseta sp.,41541,"    Direct Submission
  "
KX547566,West Nile virus,USA,NY, Onondaga county,,Culex sp.,37461,"    Direct Submission
  "
KX547567,West Nile virus,USA,NY, Cortland county,,Corvus brachyrhynchos,38955,"    Direct Submission
  "
KX547568,West Nile virus,USA,NY,Albany county,,Corvus brachyrhynchos,40410,"    Direct Submission
  "
KX547569,West Nile virus,USA,NY, Chautauqua county,,Corvus brachyrhynchos,38938,"    Direct Submission
  "
KX547570,West Nile virus,USA,NY, Rockland county,,Cyanocitta cristata,38597,"    Direct Submission
  "
KX547571,West Nile virus,USA,NY, Rockland county,,Corvus brachyrhynchos,38608,"    Direct Submission
  "
KX547572,West Nile virus,USA, NY, Nassau county,,Culex sp.,40365,"    Direct Submission
  "
